result_id,result_month,winner_id,loser_id,winner_set_1,winner_set_2,winner_set_3,winner_set_4,winner_set_5,loser_set_1,loser_set_2,loser_set_3,loser_set_4,loser_set_5
4868,Oct-19,53198,11096,6,4,6,0,0,3,6,4,0,0
4869,Aug-19,2502217,157972,6,7,0,0,0,4,6,0,0,0
4870,Aug-19,10242,11359,4,6,6,0,0,6,3,4,0,0
4871,Aug-19,45507,191910,6,5,6,0,0,2,7,3,0,0
4872,Sep-19,200425,606930,6,7,6,0,0,7,6,3,0,0
4873,Sep-19,10244,11348,6,0,6,0,0,3,6,4,0,0
4874,Sep-19,10751,59434,7,6,0,0,0,6,3,0,0,0
4879,Sep-19,10317,114452,6,6,0,0,0,2,4,0,0,0
4880,Aug-19,3993,4151,6,6,6,0,0,3,2,2,0,0
4882,Oct-19,10246,10292,1,6,6,0,0,6,2,3,0,0
4883,Jul-19,65230,265145,6,6,0,0,0,4,4,0,0,0
4884,Nov-19,1625971,2536184,4,6,7,0,0,6,4,5,0,0
4886,Jul-19,4633,3460,6,7,0,0,0,4,6,0,0,0
4887,Oct-19,3464,3607,6,6,0,0,0,1,2,0,0,0
4888,Aug-19,4445,60718,3,6,6,0,0,6,3,4,0,0
4890,Sep-19,9505,1948598,6,6,0,0,0,4,3,0,0,0
4891,Feb-19,4169,207039,6,7,0,0,0,4,6,0,0,0
4892,Oct-19,11134,11558,7,6,0,0,0,6,2,0,0,0
4893,Oct-19,3901,52873,6,3,7,0,0,4,6,6,0,0
4894,Jan-19,70649,10287,7,2,6,0,0,5,6,2,0,0
4897,Feb-19,3878,2516689,6,7,0,0,0,2,6,0,0,0
4898,Oct-19,54351,60157,6,6,0,0,0,2,4,0,0,0
4899,Oct-19,2044152,2563348,6,6,0,0,0,1,2,0,0,0
4901,Aug-19,11342,10789,6,6,0,0,0,2,2,0,0,0
4903,Aug-19,4445,4190,6,6,6,0,0,4,7,4,0,0
4905,Aug-19,10536,10577,6,6,6,0,0,7,4,2,0,0
4906,Sep-19,3587,3607,6,6,0,0,0,2,2,0,0,0
4907,Mar-19,10769,1736726,6,7,0,0,0,4,5,0,0,0
4909,Oct-19,3761,4686,6,7,0,0,0,3,5,0,0,0
4912,Jan-19,219786,161912,7,6,0,0,0,6,3,0,0,0
4913,Sep-19,24836,74911,7,0,6,0,0,6,6,1,0,0
4914,Oct-19,398304,11767,6,6,0,0,0,1,3,0,0,0
4915,Oct-19,11361,11035,6,3,6,0,0,4,6,2,0,0
4916,Aug-19,191111,93398,6,6,6,0,0,7,2,2,0,0
4917,Sep-19,252053,4169,1,6,6,0,0,6,4,0,0,0
4919,Aug-19,4031,67623,6,7,0,0,0,4,6,0,0,0
4920,Oct-19,10290,10347,6,6,0,0,0,3,2,0,0,0
4921,Feb-19,10246,10383,6,6,0,0,0,2,2,0,0,0
4923,Mar-19,4686,200399,5,6,7,0,0,7,2,6,0,0
4926,Feb-19,10823,10346,4,6,6,0,0,6,0,3,0,0
4927,Aug-19,55908,3589,2,6,7,3,6,6,0,5,6,4
4928,May-19,1008596,3882,6,6,0,0,0,3,3,0,0,0
4934,Jan-19,94283,52886,6,6,6,7,0,7,4,3,6,0
4935,Aug-19,4560,3982,6,6,6,6,0,3,7,3,4,0
4937,Sep-19,58232,11275,3,6,7,0,0,6,2,6,0,0
4939,Jul-19,204410,4031,6,6,0,0,0,4,1,0,0,0
4940,Oct-19,3503,203816,4,7,6,0,0,6,5,3,0,0
4941,Aug-19,70649,2230756,7,6,0,0,0,6,0,0,0,0
4943,Dec-19,207039,2590128,6,6,6,0,0,3,4,1,0,0
4944,Aug-19,3605,3558,6,7,0,0,0,1,6,0,0,0
4945,Aug-19,64318,1194009,6,6,0,0,0,4,4,0,0,0
4946,Oct-19,7479,1945656,6,7,0,0,0,3,6,0,0,0
4947,Oct-19,59419,70784,6,6,0,0,0,3,2,0,0,0
4948,Oct-19,3654,3569,6,6,0,0,0,3,0,0,0,0
4951,Nov-19,1906139,1954748,6,6,0,0,0,2,4,0,0,0
4952,Mar-19,3734,55282,7,6,0,0,0,6,4,0,0,0
4954,Jun-19,162815,3617,4,6,6,0,0,6,3,4,0,0
4955,Oct-19,76935,27273,6,6,0,0,0,2,2,0,0,0
4957,Aug-19,2065915,50772,6,6,0,0,0,4,4,0,0,0
4958,Aug-19,51794,4053,6,6,0,0,0,1,4,0,0,0
4959,Oct-19,11599,11042,6,6,6,0,0,7,4,2,0,0
4961,Oct-19,93116,93398,6,4,6,0,0,3,6,3,0,0
4964,Sep-19,1969408,10807,6,7,6,0,0,7,6,2,0,0
4966,Oct-19,1194009,2536184,6,6,0,0,0,3,2,0,0,0
4967,Jul-19,24753,24836,6,6,0,0,0,1,4,0,0,0
4970,Aug-19,3654,3723,6,6,7,0,0,7,3,6,0,0
4972,Feb-19,240233,28171,6,6,0,0,0,3,2,0,0,0
4973,Feb-19,10378,11042,6,6,0,0,0,2,3,0,0,0
4974,Jul-19,1398920,56801,2,6,7,0,0,6,3,5,0,0
4975,Oct-19,2544742,3839,6,6,0,0,0,3,2,0,0,0
4976,Sep-19,206806,3993,7,6,0,0,0,5,4,0,0,0
4978,Feb-19,203816,2596786,7,6,6,0,0,6,7,0,0,0
4979,Jan-19,53374,3832,6,6,6,0,0,7,3,4,0,0
4980,Aug-19,28487,84281,6,6,6,0,0,7,4,4,0,0
4981,Mar-19,2601750,224678,6,4,7,0,0,4,6,5,0,0
4983,Oct-19,2230756,238541,4,7,6,0,0,6,5,2,0,0
4984,Sep-19,1983491,10853,6,6,0,0,0,3,2,0,0,0
4985,Jul-19,3761,4560,6,7,0,0,0,4,6,0,0,0
4986,Nov-19,70522,50817,6,6,0,0,0,2,2,0,0,0
4987,Aug-19,3766,142094,1,6,7,0,0,6,3,6,0,0
4988,Sep-19,53374,52341,6,6,0,0,0,3,1,0,0,0
4989,Mar-19,92088,364584,6,6,0,0,0,2,1,0,0,0
4990,Aug-19,2500037,45571,7,6,0,0,0,5,4,0,0,0
4994,Aug-19,10287,11466,6,6,0,0,0,2,4,0,0,0
4995,Mar-19,11342,11599,7,3,6,0,0,5,6,2,0,0
4996,Oct-19,2617037,6263,6,6,0,0,0,3,3,0,0,0
4998,Jul-19,83953,1860951,6,6,0,0,0,0,1,0,0,0
4999,Sep-19,205461,4190,6,7,0,0,0,4,6,0,0,0
5000,Nov-19,142720,50037,6,6,0,0,0,2,4,0,0,0
5003,Nov-19,247320,65365,6,6,0,0,0,2,4,0,0,0
5006,Sep-19,53255,51297,6,6,0,0,0,3,2,0,0,0
5007,Nov-19,1712358,3996,6,6,0,0,0,2,2,0,0,0
5008,Mar-19,224142,1984892,7,6,0,0,0,6,4,0,0,0
5009,Sep-19,141998,3482,6,6,0,0,0,2,1,0,0,0
5012,Oct-19,2590128,45645,6,3,7,0,0,4,6,5,0,0
5013,Oct-19,52346,51547,4,6,6,0,0,6,2,2,0,0
5014,Sep-19,11599,10286,6,6,0,0,0,2,2,0,0,0
5015,Feb-19,10283,10788,6,6,0,0,0,2,2,0,0,0
5016,Sep-19,45507,10866,7,6,0,0,0,6,2,0,0,0
5017,Sep-19,2555959,55200,6,6,0,0,0,3,2,0,0,0
5019,Nov-19,150075,77926,7,6,0,0,0,6,2,0,0,0
5020,Jan-19,3474,3587,4,6,7,0,0,6,3,5,0,0
5021,Jul-19,4276,56735,6,6,0,0,0,4,3,0,0,0
5023,Jul-19,73237,1517181,6,6,0,0,0,1,4,0,0,0
5027,Oct-19,3464,3569,6,6,0,0,0,4,0,0,0,0
5028,Sep-19,3605,3466,6,6,0,0,0,4,3,0,0,0
5029,Nov-19,3469,53255,6,7,0,0,0,2,5,0,0,0
5030,Nov-19,55282,3608,6,4,6,0,0,2,6,0,0,0
5031,Sep-19,42469,981589,4,6,6,0,0,6,4,2,0,0
5033,Dec-19,2035485,81943,6,4,6,0,0,1,6,4,0,0
5035,Jun-19,3967,2611182,6,7,0,0,0,0,6,0,0,0
5036,Nov-19,69349,10977,6,3,6,0,0,2,6,3,0,0
5038,Feb-19,11095,10339,6,6,0,0,0,1,1,0,0,0
5040,Nov-19,3686,252053,7,2,6,0,0,6,6,4,0,0
5041,Oct-19,10280,2555953,7,7,0,0,0,5,6,0,0,0
5044,Aug-19,142094,95506,7,6,0,0,0,6,3,0,0,0
5045,Nov-19,1398935,58977,6,6,0,0,0,2,0,0,0,0
5046,Sep-19,2602428,10250,6,4,7,0,0,2,6,6,0,0
5047,Sep-19,41562,10286,6,5,6,0,0,3,7,0,0,0
5048,Aug-19,125087,79623,4,7,6,0,0,6,6,0,0,0
5049,Feb-19,259120,10766,1,6,7,0,0,6,2,6,0,0
5050,Nov-19,1459374,2390968,6,6,0,0,0,3,3,0,0,0
5052,Nov-19,69896,814263,6,6,0,0,0,3,4,0,0,0
5053,Sep-19,3534,51288,6,7,0,0,0,3,6,0,0,0
5054,Oct-19,4072,2590128,7,6,0,0,0,5,1,0,0,0
5055,Mar-19,10250,10267,6,6,0,0,0,4,2,0,0,0
5056,Nov-19,191038,10290,6,7,0,0,0,3,6,0,0,0
5057,Oct-19,212742,65365,7,6,0,0,0,5,1,0,0,0
5059,Sep-19,50037,10775,5,6,6,0,0,7,2,3,0,0
5061,Aug-19,11370,57418,6,6,0,0,0,4,4,0,0,0
5062,Sep-19,51547,52345,6,6,0,0,0,4,0,0,0,0
5063,Mar-19,91939,1969408,6,6,0,0,0,3,0,0,0,0
5064,Jun-19,3679,9505,6,6,0,0,0,3,4,0,0,0
5065,Feb-19,34159,173356,7,3,6,0,0,5,6,3,0,0
5069,May-19,2526148,802298,6,6,0,0,0,4,2,0,0,0
5070,Jul-19,3712,55849,7,6,0,0,0,6,3,0,0,0
5071,Aug-19,90634,28085,1,6,6,0,0,6,4,3,0,0
5072,Feb-19,3867,2611704,6,4,6,0,0,3,6,1,0,0
5073,Aug-19,142720,10346,7,6,0,0,0,5,2,0,0,0
5074,Aug-19,235621,3462,7,6,0,0,0,5,0,0,0,0
5075,Sep-19,11349,10287,6,6,0,0,0,3,2,0,0,0
5077,Oct-19,157972,274798,6,6,0,0,0,4,2,0,0,0
5078,Feb-19,2085750,3687,7,4,6,0,0,6,6,3,0,0
5081,Sep-19,10839,10303,6,6,0,0,0,3,4,0,0,0
5082,Oct-19,1459374,45571,6,2,6,0,0,2,6,2,0,0
5083,Sep-19,24836,2524041,3,6,6,0,0,6,4,2,0,0
5085,Oct-19,2230756,51673,6,5,7,0,0,2,7,5,0,0
5086,Jan-19,52886,151401,6,6,0,0,0,3,4,0,0,0
5088,Jan-19,3478,1399808,6,6,6,0,0,3,2,2,0,0
5090,Aug-19,3475,1625971,6,7,0,0,0,1,6,0,0,0
5093,Jan-19,49953,3878,6,7,6,0,0,1,5,4,0,0
5094,Feb-19,4047,4690,6,4,6,0,0,4,6,4,0,0
5095,Feb-19,2231281,173356,6,7,0,0,0,2,6,0,0,0
5096,Sep-19,206783,51259,7,6,0,0,0,6,3,0,0,0
5097,Jul-19,3608,53292,6,3,7,0,0,4,6,6,0,0
5100,Jan-19,10759,50083,6,6,0,0,0,1,2,0,0,0
5102,Sep-19,28900,74148,6,6,0,0,0,4,2,0,0,0
5103,Sep-19,3810,79623,6,6,0,0,0,3,4,0,0,0
5106,Feb-19,34159,167938,6,7,0,0,0,1,6,0,0,0
5108,Oct-19,1570645,41750,7,7,0,0,0,6,6,0,0,0
5110,Aug-19,28487,10403,6,6,0,0,0,1,0,0,0,0
5111,Oct-19,51297,235621,7,6,0,0,0,5,3,0,0,0
5112,Oct-19,51256,439496,6,6,0,0,0,2,3,0,0,0
5113,Jul-19,96338,56735,6,6,6,0,0,7,3,4,0,0
5114,Sep-19,77968,3828,6,6,0,0,0,2,2,0,0,0
5115,Oct-19,217512,3967,7,7,0,0,0,6,6,0,0,0
5116,Nov-19,4073,65638,6,4,6,0,0,3,6,1,0,0
5117,Sep-19,54171,4047,6,6,0,0,0,3,2,0,0,0
5118,Aug-19,10839,96507,6,6,0,0,0,4,2,0,0,0
5120,Mar-19,206806,3654,6,6,0,0,0,1,2,0,0,0
5121,Sep-19,10819,10281,7,6,0,0,0,5,3,0,0,0
5122,Aug-19,141998,2065915,6,6,0,0,0,3,1,0,0,0
5123,Jan-19,252064,34144,6,6,0,0,0,1,3,0,0,0
5124,Feb-19,10249,51673,1,6,6,0,0,6,3,3,0,0
5126,Jun-19,3679,1393213,6,7,0,0,0,3,6,0,0,0
5127,Aug-19,3486,3828,7,7,0,0,0,6,6,0,0,0
5129,Mar-19,10352,10789,7,6,0,0,0,6,4,0,0,0
5130,Oct-19,3982,1570645,6,6,0,0,0,3,2,0,0,0
5133,Oct-19,2103686,2098986,7,6,0,0,0,6,1,0,0,0
5134,Mar-19,161912,11342,6,6,0,0,0,3,2,0,0,0
5135,Oct-19,802298,51259,7,6,0,0,0,5,1,0,0,0
5137,Feb-19,3587,4151,6,4,6,0,0,2,6,1,0,0
5139,May-19,51794,28080,6,7,0,0,0,4,6,0,0,0
5141,Jan-19,95506,3486,7,7,6,0,0,5,6,4,0,0
5142,Aug-19,10244,11640,6,4,6,0,0,3,6,3,0,0
5143,Nov-19,5164,51222,6,6,0,0,0,1,4,0,0,0
5144,Oct-19,1601923,109210,6,6,0,0,0,1,2,0,0,0
5145,Sep-19,11161,2595931,6,6,0,0,0,1,3,0,0,0
5146,Sep-19,1393071,765205,2,6,6,0,0,6,4,2,0,0
5147,Jun-19,49884,49984,7,6,0,0,0,6,2,0,0,0
5149,Oct-19,3761,224134,6,6,0,0,0,3,2,0,0,0
5150,Aug-19,3878,3721,6,6,6,0,0,7,2,3,0,0
5151,Jul-19,802298,3699,6,6,0,0,0,4,3,0,0,0
5155,Aug-19,4205,3495,6,6,6,0,0,3,2,2,0,0
5156,Oct-19,3962,3564,6,6,0,0,0,4,3,0,0,0
5157,Aug-19,3460,4122,6,7,0,0,0,1,5,0,0,0
5158,Jul-19,4169,54171,6,1,6,0,0,3,6,1,0,0
5159,Mar-19,10479,10242,6,6,6,0,0,3,7,2,0,0
5161,Oct-19,4047,4401,7,4,6,0,0,6,6,2,0,0
5162,Jul-19,1008596,76882,6,6,0,0,0,4,3,0,0,0
5163,Jan-19,3478,3659,4,6,6,0,0,6,4,1,0,0
5166,Aug-19,50113,55335,7,6,0,0,0,6,2,0,0,0
5167,Sep-19,141998,67499,6,6,0,0,0,3,1,0,0,0
5168,Jun-19,3699,242438,6,6,0,0,0,3,3,0,0,0
5169,Mar-19,4515,3832,7,6,6,0,0,6,7,4,0,0
5170,Oct-19,52833,53085,6,6,6,0,0,4,7,3,0,0
5172,Jan-19,84281,11342,6,6,0,0,0,3,3,0,0,0
5173,Feb-19,11370,10750,7,7,0,0,0,5,5,0,0,0
5175,Mar-19,51673,268262,6,6,0,0,0,4,1,0,0,0
5180,Oct-19,378488,10473,3,6,6,0,0,6,3,2,0,0
5181,Sep-19,59419,54130,1,6,6,0,0,6,1,3,0,0
5183,Sep-19,52345,52346,6,6,0,0,0,2,1,0,0,0
5185,Oct-19,3761,224142,2,6,6,0,0,6,3,4,0,0
5187,Oct-19,182464,274770,6,4,6,0,0,1,6,1,0,0
5189,Aug-19,64318,4053,5,6,6,0,0,7,4,3,0,0
5191,Oct-19,3699,203845,6,6,0,0,0,3,2,0,0,0
5192,Jan-19,3867,3507,7,6,0,0,0,6,2,0,0,0
5194,Mar-19,1685942,1398920,6,6,0,0,0,1,4,0,0,0
5195,Aug-19,3701,53255,6,6,0,0,0,4,1,0,0,0
5196,Sep-19,2616345,3484,6,6,0,0,0,2,2,0,0,0
5197,Mar-19,84281,10469,6,7,0,0,0,2,5,0,0,0
5198,Nov-19,55282,67499,6,6,0,0,0,4,3,0,0,0
5200,Aug-19,95506,3659,6,6,0,0,0,1,4,0,0,0
5201,Aug-19,11356,206612,6,6,0,0,0,4,2,0,0,0
5202,Sep-19,4053,4193,6,6,0,0,0,3,2,0,0,0
5205,Feb-19,11767,10306,6,6,0,0,0,3,1,0,0,0
5207,Oct-19,3486,3810,7,6,0,0,0,6,3,0,0,0
5209,Sep-19,51322,1517181,6,3,6,0,0,1,6,3,0,0
5210,Aug-19,3863,308451,3,7,6,0,0,6,5,1,0,0
5211,Feb-19,53840,52886,6,7,0,0,0,3,6,0,0,0
5212,Mar-19,196974,207438,4,6,6,0,0,6,3,4,0,0
5213,Aug-19,2231281,2523058,6,6,0,0,0,2,2,0,0,0
5214,Aug-19,1971098,2537714,6,4,7,0,0,4,6,6,0,0
5215,Oct-19,11134,11370,4,6,6,0,0,6,3,3,0,0
5217,Aug-19,3761,3464,6,6,0,0,0,4,2,0,0,0
5219,Nov-19,96338,197507,6,4,7,0,0,2,6,6,0,0
5220,Jan-19,11247,45507,6,6,0,0,0,2,0,0,0,0
5222,Mar-19,10307,2595933,7,6,0,0,0,5,0,0,0,0
5223,Feb-19,84281,54309,6,6,0,0,0,4,0,0,0,0
5225,Oct-19,4075,53125,7,6,0,0,0,6,3,0,0,0
5226,Mar-19,3723,253923,6,6,0,0,0,4,1,0,0,0
5228,Mar-19,207438,2516571,3,6,6,0,0,6,3,2,0,0
5229,Jan-19,3456,3828,6,6,6,0,0,3,4,4,0,0
5230,Jul-19,830070,303997,6,3,6,0,0,2,6,3,0,0
5231,Jul-19,2616345,2566922,6,6,0,0,0,4,1,0,0,0
5233,Jan-19,83015,223621,6,6,0,0,0,3,3,0,0,0
5234,Aug-19,10339,10347,7,6,0,0,0,5,4,0,0,0
5235,Feb-19,836822,161912,4,6,6,0,0,6,3,3,0,0
5236,Oct-19,53840,27335,6,6,0,0,0,2,3,0,0,0
5237,Aug-19,3700,206781,6,6,6,0,0,3,4,4,0,0
5238,Sep-19,10531,11318,6,6,0,0,0,0,2,0,0,0
5239,Jun-19,1945656,51245,6,6,0,0,0,2,4,0,0,0
5241,Aug-19,4372,60157,6,4,6,0,0,4,6,4,0,0
5242,Jun-19,51794,96338,7,6,6,0,0,6,7,3,0,0
5243,Jul-19,1971098,218755,1,6,7,0,0,6,1,5,0,0
5244,Aug-19,1940917,3839,4,6,6,0,0,6,3,3,0,0
5245,Nov-19,3456,52886,7,6,0,0,0,6,3,0,0,0
5247,Sep-19,10281,1736726,6,6,0,0,0,2,1,0,0,0
5248,Nov-19,2596786,405461,6,7,0,0,0,4,6,0,0,0
5249,Mar-19,218163,3698,6,6,0,0,0,1,3,0,0,0
5250,Sep-19,81226,5218,6,6,6,0,0,3,7,4,0,0
5252,Jan-19,224134,53840,6,6,0,0,0,3,4,0,0,0
5255,Aug-19,11640,1742954,6,3,6,0,0,2,6,1,0,0
5256,Jan-19,54351,3608,3,6,6,6,0,6,3,4,2,0
5259,Aug-19,1608108,45571,6,6,0,0,0,1,0,0,0,0
5260,Sep-19,11361,10885,7,6,0,0,0,5,2,0,0,0
5262,Sep-19,1609206,1334955,6,2,6,0,0,0,6,2,0,0
5264,Nov-19,74092,4094,6,7,0,0,0,0,5,0,0,0
5266,Jul-19,60718,55419,7,7,0,0,0,6,6,0,0,0
5267,Dec-19,10527,64387,6,7,0,0,0,4,6,0,0,0
5268,Sep-19,11161,1983491,6,6,0,0,0,3,1,0,0,0
5271,Oct-19,51794,3558,6,6,0,0,0,3,3,0,0,0
5272,Feb-19,10695,10793,1,6,6,0,0,6,1,2,0,0
5273,Oct-19,4464,28298,7,6,0,0,0,5,2,0,0,0
5274,Oct-19,606930,3758,6,6,0,0,0,2,4,0,0,0
5276,Sep-19,3679,80810,3,6,6,0,0,6,4,1,0,0
5277,Aug-19,262476,1398920,6,6,0,0,0,4,2,0,0,0
5279,Jul-19,51245,1973204,1,6,7,0,0,6,3,6,0,0
5282,Nov-19,57251,27335,6,6,0,0,0,3,4,0,0,0
5283,Mar-19,77968,1948598,7,7,0,0,0,5,5,0,0,0
5284,Sep-19,10063,27419,7,6,0,0,0,5,4,0,0,0
5286,Jul-19,54171,91084,4,7,6,0,0,6,6,3,0,0
5287,Jun-19,4190,1444784,6,6,0,0,0,4,4,0,0,0
5288,Aug-19,65638,54554,2,6,6,0,0,6,2,3,0,0
5289,Aug-19,4690,203816,7,7,7,0,0,5,6,6,0,0
5290,Aug-19,378488,593241,7,6,0,0,0,6,4,0,0,0
5291,Jul-19,100217,1609195,6,6,0,0,0,4,2,0,0,0
5292,Jan-19,3644,4726,6,7,2,6,0,4,6,6,3,0
5293,Mar-19,66480,151401,7,6,0,0,0,5,4,0,0,0
5294,Sep-19,10479,836822,3,7,6,0,0,6,6,1,0,0
5295,Aug-19,4031,3458,6,6,0,0,0,3,3,0,0,0
5296,Aug-19,191910,11599,6,6,0,0,0,4,2,0,0,0
5298,Sep-19,51547,10479,6,1,6,0,0,3,6,2,0,0
5300,Jan-19,11095,11803,7,6,0,0,0,6,3,0,0,0
5303,Sep-19,42469,71334,3,6,6,0,0,6,0,4,0,0
5304,Sep-19,206794,274912,3,6,7,0,0,6,3,6,0,0
5305,Aug-19,51547,59434,6,6,0,0,0,2,2,0,0,0
5306,Oct-19,2526148,4462,6,7,0,0,0,2,6,0,0,0
5307,Jul-19,3503,28080,3,6,6,0,0,6,1,4,0,0
5308,Mar-19,3695,3498,6,7,0,0,0,4,6,0,0,0
5309,Sep-19,167938,84513,6,6,0,0,0,0,2,0,0,0
5311,Jan-19,3962,1740216,6,6,0,0,0,3,4,0,0,0
5312,Jul-19,218755,1711873,6,6,0,0,0,3,2,0,0,0
5313,Sep-19,391097,10280,6,6,0,0,0,3,4,0,0,0
5316,Feb-19,3460,69244,6,6,0,0,0,1,2,0,0,0
5318,Aug-19,191910,10528,6,6,0,0,0,1,3,0,0,0
5321,Dec-19,11640,2602428,4,7,6,0,0,6,6,3,0,0
5322,Aug-19,4205,4417,6,6,0,0,0,3,4,0,0,0
5324,Aug-19,83218,4560,6,6,0,0,0,2,4,0,0,0
5325,Mar-19,3959,207037,6,6,0,0,0,4,0,0,0,0
5326,Sep-19,58235,11366,6,1,6,0,0,0,6,4,0,0
5327,Oct-19,3701,3867,6,6,0,0,0,3,4,0,0,0
5328,Sep-19,28298,3712,6,6,0,0,0,4,4,0,0,0
5330,Sep-19,10259,54458,2,6,6,0,0,6,4,3,0,0
5331,Jul-19,11361,10290,6,6,0,0,0,4,4,0,0,0
5333,Jul-19,65365,1398938,6,3,6,0,0,3,6,3,0,0
5335,Oct-19,10819,847617,7,6,0,0,0,6,2,0,0,0
5336,Mar-19,11666,10759,4,7,6,0,0,6,5,4,0,0
5337,Oct-19,206329,4190,5,6,6,0,0,7,4,1,0,0
5338,Oct-19,54351,3475,7,7,0,0,0,6,6,0,0,0
5339,Nov-19,33118,2466141,6,3,6,0,0,3,6,3,0,0
5340,May-19,1711873,207673,6,7,0,0,0,1,6,0,0,0
5341,Nov-19,252053,45588,0,6,6,0,0,6,4,2,0,0
5343,Sep-19,10281,10759,7,7,0,0,0,5,5,0,0,0
5344,Sep-19,11640,1292073,6,6,0,0,0,3,2,0,0,0
5345,Jan-19,10785,233091,6,6,0,0,0,1,1,0,0,0
5349,Mar-19,10794,10248,2,7,6,0,0,6,6,4,0,0
5351,Aug-19,67412,2598961,2,6,7,0,0,6,1,6,0,0
5353,Feb-19,4686,3863,7,6,0,0,0,6,4,0,0,0
5354,Sep-19,87175,207061,4,6,6,0,0,6,4,3,0,0
5355,Jul-19,60718,1570645,6,6,0,0,0,4,4,0,0,0
5357,Aug-19,204410,3691,7,6,0,0,0,6,4,0,0,0
5359,Sep-19,10287,51673,3,6,6,0,0,6,1,2,0,0
5360,Sep-19,7479,3863,6,7,0,0,0,3,6,0,0,0
5362,Sep-19,67623,3962,4,6,6,0,0,6,2,4,0,0
5363,Sep-19,10287,45027,6,6,0,0,0,3,1,0,0,0
5364,Aug-19,2005359,205461,6,6,0,0,0,4,3,0,0,0
5365,May-19,56735,1393213,6,6,0,0,0,3,4,0,0,0
5366,Jun-19,10063,1570645,3,7,6,0,0,6,5,3,0,0
5367,Sep-19,46561,3644,2,6,6,0,0,6,3,3,0,0
5369,Sep-19,3746,1459374,6,7,0,0,0,4,5,0,0,0
5371,Nov-19,1601923,3558,4,7,6,0,0,6,6,3,0,0
5373,Jan-19,3469,3495,6,6,0,0,0,3,4,0,0,0
5374,Feb-19,11161,2555953,7,6,0,0,0,6,2,0,0,0
5375,Sep-19,11466,240233,6,6,0,0,0,3,2,0,0,0
5376,Mar-19,2611704,3469,7,7,0,0,0,5,5,0,0,0
5377,Feb-19,2085750,3488,6,7,7,0,0,7,6,5,0,0
5378,Aug-19,1740216,2093825,6,6,0,0,0,2,2,0,0,0
5379,Jan-19,84281,10281,4,7,6,0,0,6,6,3,0,0
5382,Feb-19,364584,2555950,6,3,6,0,0,3,6,4,0,0
5383,Oct-19,3994,2601750,7,3,7,0,0,6,6,5,0,0
5385,Feb-19,2118860,2611278,6,6,0,0,0,0,2,0,0,0
5387,Sep-19,4690,60156,7,6,6,0,0,5,7,4,0,0
5388,Feb-19,2606228,51825,6,7,0,0,0,3,6,0,0,0
5389,Oct-19,100217,52346,6,1,6,0,0,3,6,2,0,0
5390,Oct-19,1157738,2092193,6,6,0,0,0,3,4,0,0,0
5391,Jun-19,53292,3711,6,6,0,0,0,2,1,0,0,0
5392,Jun-19,28080,1444784,6,6,0,0,0,4,2,0,0,0
5395,Feb-19,10590,98984,6,6,0,0,0,3,4,0,0,0
5396,Jul-19,4401,74716,4,7,7,0,0,6,5,6,0,0
5398,Mar-19,4633,4075,6,6,0,0,0,2,1,0,0,0
5399,Aug-19,24753,51547,6,6,0,0,0,3,3,0,0,0
5401,Sep-19,57529,1083703,5,6,7,0,0,7,2,5,0,0
5403,Oct-19,4072,2095346,6,4,6,0,0,4,6,3,0,0
5405,Jul-19,28080,3699,1,6,6,0,0,6,4,2,0,0
5407,Jan-19,207037,53449,6,1,6,6,0,2,6,2,4,0
5409,Dec-19,4072,28080,3,6,6,0,0,6,1,1,0,0
5410,Aug-19,54171,4021,7,7,0,0,0,5,5,0,0,0
5412,Sep-19,1983491,10864,6,3,6,0,0,3,6,1,0,0
5414,Feb-19,844356,259658,6,6,0,0,0,3,1,0,0,0
5416,Nov-19,1988251,802298,6,6,0,0,0,1,4,0,0,0
5418,Sep-19,55908,203816,7,6,0,0,0,6,4,0,0,0
5419,Sep-19,11370,10340,6,6,0,0,0,2,1,0,0,0
5420,Aug-19,197507,28527,7,6,0,0,0,6,4,0,0,0
5422,Oct-19,4508,1398940,6,6,0,0,0,1,4,0,0,0
5424,Sep-19,141998,2566922,6,6,0,0,0,0,1,0,0,0
5425,Aug-19,1399808,1988251,6,6,6,0,0,7,4,4,0,0
5426,Dec-19,262476,1710699,6,6,0,0,0,1,2,0,0,0
5428,Jul-19,369129,1394183,7,6,0,0,0,6,4,0,0,0
5429,Aug-19,59434,1784530,6,6,0,0,0,3,4,0,0,0
5432,Aug-19,81226,3746,6,6,0,0,0,1,4,0,0,0
5433,Jul-19,830070,1880799,6,6,0,0,0,1,4,0,0,0
5435,Oct-19,3962,4151,6,6,6,0,0,3,7,4,0,0
5436,Jun-19,734160,1945659,6,6,0,0,0,2,4,0,0,0
5437,Oct-19,10340,64618,6,6,0,0,0,1,1,0,0,0
5440,Sep-19,54171,200392,6,7,0,0,0,4,6,0,0,0
5441,Aug-19,1736726,11370,7,6,0,0,0,5,4,0,0,0
5442,Sep-19,10537,2555950,7,6,0,0,0,5,0,0,0,0
5443,Oct-19,4508,1906139,6,6,0,0,0,3,2,0,0,0
5444,May-19,3679,3503,7,6,0,0,0,6,2,0,0,0
5446,Aug-19,2230756,76892,6,6,0,0,0,4,1,0,0,0
5447,Sep-19,11349,83015,6,6,0,0,0,3,3,0,0,0
5448,Sep-19,55908,2611704,6,7,0,0,0,4,5,0,0,0
